search_id;type of propery;Postcode;Link;Available as of;Available date;Neighbourhood or locality;Construction year;Floor;Number of floors;Building condition;Number of frontages;Surroundings type;Living area;Living room surface;Kitchen type;Kitchen surface;Bedrooms;Bedroom 1 surface;Bathrooms;Toilets;Furnished;Terrace surface;Elevator;Accessible for disabled people;Visio phone;Swimming pool;Primary energy consumption;Energy class;;Reference number of the EPC report;CO₂ emission;Yearly theoretical total energy consumption;As built plan;Heating type;Thermic solar panels;Double glazing;Planning permission obtained;Subdivision permit;Possible priority purchase right;Flood zone type;Latest land use designation;Price;Cadastral income;Tenement building;Address;Website;External reference;Covered parking spaces;Outdoor parking spaces;Bedroom 2 surface;Bedroom 3 surface;Office surface;Office;Dining room;Basement;Armored door;Caretaker;Monthly charges;Street frontage width;Shower rooms;Intercom;Total ground floor buildable;Extra information;Agent's name;Living room;Dressing room;Laundry room;Professional space;Surface of the plot;Gas, water & electricity;Terrace;Secure access / alarm;Photovoltaic solar panels;Property name;Terrace orientation;Air conditioning;Common water heater;TV cable;Connection to sewer network;Jacuzzi;Sauna;E-level (overall energy performance);Heat pump;Proceedings for breach of planning regulations;Garden;Garden orientation;Width of the lot on the street;Virtual visit;Bedroom 4 surface;Attic;Garden surface;How many fireplaces?;Professional space surface;Basement surface;Attic surface;Obligation to build;Bedroom 5 surface;Land is facing street;Wooded land;Plot at rear;Flat land;Internet;Conformity certification for fuel tanks;Type of building;Lump sum;Monthly annuity;Indexed annuity;Reversionary annuity;Bare ownership sale;Number of annuitants;Age of annuitant;Maximum duration of annuity
9933565;Hougoumont 23;1180;https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/uccle/1180/9933565?searchId=6298cd7fe13ca;Living area (residential, urban or rural);;No;Non flood zone;;;No;;;1575 - DS22/031;After signing the deed;Parkresidentie Gulden Vlies;Good;3;As new;1;Living area (residential, urban or rural);Installed;1;2;No;15;2;No;;Walestraat;;Marcel Vastgoed;After signing the deed;Yes;Yes;20220518011865;210;C;20220602-0002615895-RES-1;Not specified;1;Electric;Yes;Yes;3;Not specified;Not specified;Not specified;;;2;430;37;1951;2022;35;Yes;Yes;Not specified;;Living area (residential, urban or rural);2;41 kg CO₂/m²;No;Non flood zone;Vue;6;108;Yes;8;2;45;No;E;;Installed;1;Not specified;220;150;Connected;Yes;Yes;397;Not specified;14;14;Installed;1989;45;25;Yes;4;2;29;1;Not specified;Hyper equipped;;;;;;;;;;;;;;;
9896009;Rue Lableau;7912;https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/saint-sauveur/7912/9896009?searchId=6298cd7fe13ca;Living area (residential, urban or rural);;No;Non flood zone;;;No;;;1575 - DS22/031;After signing the deed;Parkresidentie Gulden Vlies;Good;3;As new;1;Living area (residential, urban or rural);Installed;1;2;No;15;2;Not specified;Not specified;Walestraat;Non flood zone;No;;Yes;Yes;20220518011865;210;C;20220602-0002615895-RES-1;Not specified;1;Electric;Yes;Yes;Avenue Louise 251;;4772459;Not specified;;;2;430;37;1951;2022;35;Yes;Yes;Not specified;;Living area (residential, urban or rural);2;41 kg CO₂/m²;No;Non flood zone;Vue;6;108;Yes;8;2;45;No;E;;Installed;1;Not specified;220;150;Connected;Yes;Yes;397;Not specified;14;14;Installed;1989;45;25;Yes;4;2;29;1;Not specified;Hyper equipped;;;;;;;;;;;;;;;
9936766;House;4218;https://www.immoweb.be/en/classified/house/for-sale/couthuin/4218/9936766?searchId=6298cd7fe13ca;Not specified;;No;Not specified;;;Not specified;Not specified;;;After signing the deed;As new;10 m;3;4;24;Yes;24;15;2;No;15;2;Yes;15;38;26;No;1458;Yes;No;1100;210;35;315;Not specified;1;D;20180708003002;76 kg CO₂/m²;57522 kWh/year;Fuel oil;Yes;Yes;;No;Countryside;;USA hyper equipped;23;1934;35;Yes;Yes;Not specified;Not specified;Living area (residential, urban or rural);2;41 kg CO₂/m²;No;Non flood zone;Vue;6;108;Yes;14;1;45;No;E;;Installed;1;Not specified;220;150;Connected;Yes;Yes;397;Not specified;14;14;Installed;Porte d'Ogy 78;180;25;2;4;4;11;15;Not specified;Hyper equipped;;;;;;;;;;;;;;;
9935326;"""Park Lane""";1000;https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/brussels-city/1000/9935326?searchId=6298cd7fe13ca;No;Living area (residential, urban or rural);No;Not specified;;;Not specified;Not specified;;;After signing the deed;As new;10 m;3;4;24;Yes;24;15;2;No;15;2;;Chaussée Napoléon 3;;4773268;After signing the deed;March 31 2022 - 12:00 AM;Yes;No;1100;210;35;315;Not specified;1;D;20180708003002;76 kg CO₂/m²;1;;30;A;;;Countryside;;USA hyper equipped;23;1934;35;Yes;Yes;Not specified;Not specified;Living area (residential, urban or rural);2;41 kg CO₂/m²;No;Non flood zone;Vue;6;108;Yes;14;1;45;No;E;;Installed;1;Not specified;220;150;Connected;Yes;Yes;397;Not specified;14;14;Installed;No;180;25;2;4;4;11;15;Not specified;Hyper equipped;;;;;;;;;;;;;;;
9880789;Villa;1450;https://www.immoweb.be/en/classified/villa/for-sale/saint-gery-(chastre)/1450/9880789?searchId=6298cd7fe13ca;1;Living area (residential, urban or rural);5 kg CO₂/m²;Not specified;;;Non flood zone;;4782074;Brabant Wallon;1985;Good;28 m;4;1;210;Semi equipped;16;Yes;12;No;15;;Connected;No;2180;105;No;No;Yes;Yes;Yes;Yes;356;20220401004714;88 kg CO₂/m²;Electric;Yes;Yes;Yes;185;Yes;No;No;Boulevard de la Woluwe 62 boîte 3;;7;Isolated;26;4;1934;35;Yes;Yes;Not specified;No;25;2;E;No;Non flood zone;Vue;6;108;Yes;20;3;45;Yes;E;;Installed;1;Not specified;2364;2;Connected;Yes;Yes;397;93262 kWh/year;14;14;2;After signing the deed;;25;20;4;4;11;18;Not specified;Hyper equipped;;;;;;;;;;;;;;;
9930647;Apartment;9040;https://www.immoweb.be/en/classified/apartment/for-sale/sint-amandsberg/9040/9930647?searchId=6298cd7fe13ca;1;Living area (residential, urban or rural);5 kg CO₂/m²;Living area (residential, urban or rural);;;No;;4782074;;Avenue Fond Jean Rosy 17A;;4706657;Petershof;2011;2;As new;16;18;1;1;Yes;East;4;No;Yes;No;Yes;No;Yes;Yes;Yes;Yes;No;20220401004714;B;Not specified;Not specified;Gas;Yes;Yes;No;No;No;Boulevard de la Woluwe 62 boîte 3;;7;Isolated;92;26;1934;35;Yes;No;Not specified;No;25;6;E;No;Non flood zone;Vue;2;108;Yes;20;3;45;Yes;E;Non flood zone;Installed;1;Not specified;Yes;2;Connected;Yes;Yes;397;20220124-0002531831-RES-1;14;1;2;After signing the deed;;25;20;4;4;11;18;141;Hyper equipped;;;;;;;;;;;;;;;
9930648;Apartment;9041;https://www.immoweb.be/en/classified/apartment/for-sale/oostakker/9041/9930648?searchId=6298cd7fe13ca;1;Living area (residential, urban or rural);5 kg CO₂/m²;Living area (residential, urban or rural);;;No;;4782074;;Brusselsesteenweg 690;;VK22006 IWS;Petershof;2011;2;As new;16;18;1;1;Yes;East;4;No;Yes;No;Yes;No;Yes;Yes;Yes;Yes;No;20220401004714;B;Not specified;Not specified;Gas;Yes;Yes;No;No;No;Boulevard de la Woluwe 62 boîte 3;;7;Isolated;92;26;1934;35;Yes;No;Not specified;No;25;6;E;No;Non flood zone;Vue;2;108;Yes;20;3;45;Yes;E;Non flood zone;Installed;1;Not specified;Yes;2;Connected;Yes;Yes;397;20220124-0002531831-RES-1;14;1;2;After signing the deed;;25;20;4;4;11;18;141;Hyper equipped;;;;;;;;;;;;;;;
9922657;MIDDLE WAY;1130;https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/haren-(bru.)/1130/9922657?searchId=6298cd7fe13ca;Non flood zone;Living area (residential, urban or rural);5 kg CO₂/m²;Living area (residential, urban or rural);;;No;;4782074;;Brusselsesteenweg 690;;VK22006 IWS;Petershof;2011;2;As new;16;18;1;1;Yes;East;Living area (residential, urban or rural);;;No;;Brusselsesteenweg 690;Yes;Yes;Yes;Yes;;VK22006 IWO;B;Not specified;Not specified;Gas;Yes;After signing the deed;80;B;No;Boulevard de la Woluwe 62 boîte 3;;7;Isolated;92;26;1934;35;Yes;No;Not specified;No;25;6;E;No;Non flood zone;Vue;2;108;Yes;20;3;45;Yes;E;Non flood zone;Installed;1;Not specified;Yes;2;Connected;Yes;Yes;397;20220124-0002531831-RES-1;14;1;2;After signing the deed;;25;20;4;4;11;18;141;Hyper equipped;;;;;;;;;;;;;;;
9937655;Apartment;9890;https://www.immoweb.be/en/classified/apartment/for-sale/gavere/9890/9937655?searchId=6298cd7fe13ca;Not specified;15 kg CO₂/m²;Not specified;Yes;Yes;No;;Rue Joseph Hazard 35;November 1 2023 - 12:00 AM;Gent en omstreken;2021;3;3;As new;4;1;1;Urban;76;19;1;Hyper equipped;7;1;14;;1;1;No;11;Yes;No;Not specified;Not specified;Not specified;Not specified;Not specified;No;30;Gas;Yes;Yes;Yes;No;;At delivery;7;Isolated;92;26;1934;35;Yes;No;Not specified;No;25;6;E;No;Non flood zone;Vue;2;108;Yes;20;3;45;Yes;E;Non flood zone;Installed;1;Not specified;Yes;2;Connected;Yes;Yes;397;20220124-0002531831-RES-1;14;1;2;After signing the deed;;25;20;4;4;11;18;141;Hyper equipped;;;;;;;;;;;;;;;
9944287;House;4570;https://www.immoweb.be/en/classified/house/for-sale/marchin/4570/9944287?searchId=6298cd7fe13ca;Not specified;No;Not specified;Non flood zone;Yes;No;Living area (residential, urban or rural);;November 1 2023 - 12:00 AM;No;;Sint-Denijslaan 1;3;;4;4783814;June 1 2023 - 12:00 AM;To be done up;76;19;1;Hyper equipped;7;3;2;2;Yes;No;607;Yes;Yes;No;South;Not specified;Not specified;Not specified;Not specified;No;Yes;326;D;20220601018183;Not specified;58648 kWh/year;;At delivery;7;Isolated;92;26;1934;1880;Yes;No;Not specified;No;25;6;E;No;Non flood zone;Vue;2;108;Yes;3;1;Semi equipped;Yes;E;Non flood zone;Installed;1;Not specified;Yes;2;Connected;Yes;Yes;397;20220124-0002531831-RES-1;130;30;2;After signing the deed;;25;20;4;4;11;18;141;Hyper equipped;;;;;;;;;;;;;;;
9930786;Apartment;1020;https://www.immoweb.be/en/classified/apartment/for-sale/laeken/1020/9930786?searchId=6298cd7fe13ca;No;Fuel oil;Yes;;;No;;;15536 - 111114547;After signing the deed;July 1 2022 - 12:00 AM;bruxelles;1913;2;3;8 m;Urban;18;76;USA hyper equipped;17;15;11;1;1;1;Yes;No;No;Yes;No;No;Yes;Not specified;Not specified;No;C;Not specified;23 kg CO₂/m²;326;Not specified;Gas;Yes;600;;At delivery;Just renovated;Isolated;92;26;1934;80;Yes;No;Not specified;Rue des Brasseurs (Grand' Place), 1;2;2;Yes;No;Non flood zone;Vue;2;108;Yes;3;1;Semi equipped;Yes;E;Non flood zone;Installed;1;Not specified;Yes;2;Connected;Yes;Yes;397;118;130;30;2;After signing the deed;;25;20;4;4;11;18;141;Hyper equipped;;;;;;;;;;;;;;;
9941643;Apartment;1040;https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/9941643?searchId=6298cd7fe13ca;No;Fuel oil;Non flood zone;Living area (residential, urban or rural);;No;;;4772306;After signing the deed;FARNESE ET MUSCADET;bruxelles;1965;5;6;2;Urban;40;76;10;17;14;11;13;Yes;1;2;Yes;No;Yes;Yes;No;Yes;Yes;162;D;C;32 kg CO₂/m²;Not specified;Yes;Yes;Yes;Yes;600;;At delivery;Good;Isolated;92;26;PLACE MERODE - MONTGOMERY;105;Yes;No;Gas;Avenue Louise 231;2;2;Yes;No;No;Vue;10 m;108;Yes;3;1;Semi equipped;Yes;E;No;Installed;1;Yes;2;2;Connected;Yes;Yes;397;202205180000612871;130;30;2;After signing the deed;;25;20;4;4;11;18;141;Hyper equipped;;;;;;;;;;;;;;;
9942472;Duplex;1180;https://www.immoweb.be/en/classified/duplex/for-sale/uccle/1180/9942472?searchId=6298cd7fe13ca;No;Fuel oil;No;Residential area with cultural historical aesthetic value;;;;;Avenue René Gobert 26;Cédric Mathonnet;After signing the deed;1927;3;4;Just renovated;6 m;Living area (residential, urban or rural);Yes;76;10;17;20;11;1;1;1;Yes;3;No;Yes;Yes;No;Yes;Yes;162;D;C;32 kg CO₂/m²;224;Yes;E;Not specified;45 kg CO₂/m²;600;;At delivery;Good;Isolated;92;26;Molière;105;Yes;No;Gas;No;2;10;Yes;No;Not specified;Vue;10 m;90;Yes;3;1;Semi equipped;Yes;E;No;Installed;1;Yes;1;2;Connected;Yes;Yes;397;Yes;130;30;2;After signing the deed;;25;20;4;4;27;18;141;Hyper equipped;;;;;;;;;;;;;;;
9942515;Apartment;1180;https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/9942515?searchId=6298cd7fe13ca;Gas;Fuel oil;Yes;Yes;No;;No;Avenue Louise 231;;Leplat;After signing the deed;1927;1;4;Just renovated;2;115;USA hyper equipped;76;10;17;16;11;2;1;2;Yes;3;No;Yes;Yes;No;Yes;Yes;162;D;C;32 kg CO₂/m²;198;Yes;D;Not specified;39 kg CO₂/m²;600;;At delivery;6 m;Isolated;92;26;Molière;105;Yes;No;Gas;;Living area (residential, urban or rural);2;Yes;No;Not specified;Vue;10 m;25;Yes;3;1;Semi equipped;Yes;E;No;Installed;1;Yes;17;2;Connected;Yes;Yes;397;Yes;130;30;2;After signing the deed;;25;20;4;4;Yes;18;141;Hyper equipped;;;;;;;;;;;;;;;
9931830;New real estate project - Apartments;9200;https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/dendermonde/9200/9931830?searchId=6298cd7fe13ca;Gas;Fuel oil;Yes;Yes;No;;No;Avenue Louise 231;;Leplat;After signing the deed;1927;1;4;Just renovated;2;115;USA hyper equipped;76;10;17;16;11;Yes;Yes;2;No;;No;Yes;Yes;No;Yes;Yes;162;D;C;32 kg CO₂/m²;198;Yes;;Avenue Louise 231;;600;;At delivery;6 m;Isolated;92;26;Molière;105;Yes;No;Gas;;Living area (residential, urban or rural);2;Yes;No;Not specified;Vue;10 m;25;Yes;3;1;Semi equipped;Yes;E;No;Installed;1;Yes;17;2;Connected;Yes;Yes;397;Yes;130;30;2;After signing the deed;;25;20;4;4;Yes;18;141;Hyper equipped;;;;;;;;;;;;;;;
9918592;Residentie Zuidkwartier - Appartementen;2800;https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/mechelen/2800/9918592?searchId=6298cd7fe13ca;leplat;Fuel oil;Yes;Yes;No;;No;Avenue Louise 231;;Leplat;After signing the deed;1927;1;4;Just renovated;2;115;USA hyper equipped;76;10;17;16;11;To be defined;Not specified;2;Not specified;Not specified;Not specified;Yes;Yes;No;Yes;Not specified;No;;C;32 kg CO₂/m²;198;Yes;;At delivery;Not specified;600;;At delivery;6 m;Isolated;92;26;Molière;105;Yes;No;Gas;;Living area (residential, urban or rural);2;Yes;No;Not specified;Vue;10 m;25;Yes;3;1;Semi equipped;Yes;E;No;Installed;1;Yes;17;2;Connected;Yes;Yes;397;Kapelanielaan 9c;130;30;2;After signing the deed;;25;20;4;4;Yes;18;141;Hyper equipped;;;;;;;;;;;;;;;
9932544;Duplex;1060;https://www.immoweb.be/en/classified/duplex/for-sale/uccle/1060/9932544?searchId=6298cd7fe13ca;Not specified;Fuel oil;Yes;Not specified;Not specified;Not specified;Yes;No;No;No;;Korenmarkt 55;1;;After signing the deed;2;2;4.5 m;76;10;17;16;11;Living area (residential, urban or rural);78;15;Installed;2;14;Yes;10;No;2;Not specified;No;;C;32 kg CO₂/m²;2;Yes;No;Yes;430;600;;At delivery;1940;Isolated;92;26;Molière;105;Yes;No;Gas;Yes;Living area (residential, urban or rural);2;Yes;No;G;Vue;10 m;As new;Yes;3;1;Semi equipped;Yes;E;No;Installed;1;Yes;17;2;Connected;Yes;Yes;397;Kapelanielaan 9c;130;30;2;After signing the deed;;25;20;4;4;Yes;18;141;Hyper equipped;;;;;;;;;;;;;;;
9933270;"""Rose en Vert""";1180;https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/uccle/1180/9933270?searchId=6298cd7fe13ca;20220518-0000612887-01-1;86 kg CO₂/m²;Not specified;Not specified;Not specified;Not specified;Yes;No;No;No;;Korenmarkt 55;1;;After signing the deed;2;2;4.5 m;76;10;17;16;11;Yes;;;No;;Rue Xavier De Bue 1;Yes;10;No;2;Not specified;No;;;32 kg CO₂/m²;2;Yes;Maitre Jeremy;After signing the deed;May 31 2022 - 12:00 AM;1 - Bruxelles Sud;Gas;At delivery;1940;Isolated;92;26;Molière;105;Yes;No;Gas;Yes;Living area (residential, urban or rural);2;Yes;No;G;Vue;10 m;As new;Yes;3;1;Semi equipped;Yes;E;No;Installed;1;Yes;17;2;Connected;Yes;Yes;397;Kapelanielaan 9c;130;30;2;After signing the deed;;25;20;4;4;Yes;18;141;Hyper equipped;;;;;;;;;;;;;;;
9935270;Villa;1570;https://www.immoweb.be/en/classified/villa/for-sale/gammerages/1570/9935270?searchId=6298cd7fe13ca;3;86 kg CO₂/m²;Not specified;60;Not specified;Not specified;B;Not specified;No;No;;;4766261;After signing the deed;1989;2;404;12;No;Yes;1000;Connected;52;No;No;No;Yes;No;No;Yes;No;No;262;Not specified;No;;20180828-0002085595-1;32 kg CO₂/m²;92885 kg CO₂/m²;Not specified;Yes, conform;After signing the deed;May 31 2022 - 12:00 AM;1 - Bruxelles Sud;Not specified;Non flood zone;As new;12 m;92;Yes;Boulevard de la Woluwe 62 boîte 3;105;No;No;Gas;Not specified;2;No;Yes;No;G;Vue;4;55;Hyper equipped;No;148;Semi equipped;No;No;No;Installed;Yes;Yes;;No;No;1000;Yes;No;Kapelanielaan 9c;130;30;No;After signing the deed;;25;36;4;4;16;3;141;Hyper equipped;1;1;2;Yes;No;Yes;C;;;;;;;;
9935486;House;1000;https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/9935486?searchId=6298cd7fe13ca;Fuel oil;86 kg CO₂/m²;No;No;Not specified;Not specified;Yes;Yes;All kind;;;No;;Immediately;Bruxelles-Est;Urban;;13;8;36;4;Connected;No;Yes;102;;Connected;No;25;6;No;No;No;Not specified;Yes;No;113;C;C+;24 kg CO₂/m²;Not specified;Yes, conform;Gas;Yes;Not specified;Non flood zone;1930;Good;92;Yes;Boulevard de la Woluwe 62 boîte 3;105;No;No;Gas;No;2;3;Yes;No;G;Vue;4;55;Hyper equipped;10;15;Semi equipped;No;No;No;Installed;Yes;Yes;4;13;No;1000;Yes;No;Kapelanielaan 9c;130;30;5;Non flood zone;5 m;25;7;4;4;240;3;141;2;1;1;2;Yes;No;Yes;C;;;;;;;;
9941095;Town-house;4100;https://www.immoweb.be/en/classified/town-house/for-sale/seraing/4100/9941095?searchId=6298cd7fe13ca;77;86 kg CO₂/m²;No;No;Not specified;Not specified;No;Living area (residential, urban or rural);No;;Place Communale 8;4782469;To be defined;1952;To be done up;2;140;Yes;10;1;1;Connected;Yes;No;Yes;276;;Connected;Yes;6;165;No;20;Not specified;Yes;No;No;C;C+;24 kg CO₂/m²;Yes;70;Non flood zone;No;;;7 m;2;92;Yes;;18;No;No;Gas;Non flood zone;Isolated;3;No;No;G;Vue;4;55;Hyper equipped;10;13;Semi equipped;No;No;No;Installed;Yes;Yes;2;16;No;1000;Yes;No;Kapelanielaan 9c;130;30;4;Non flood zone;1;25;12;4;4;240;3;141;2;1;1;2;Yes;No;Yes;C;No;388;E;20220531027042;71 kg CO₂/m²;69756 kWh/year;Gas;Yes
9941765;House;4540;https://www.immoweb.be/en/classified/house/for-sale/amay/4540/9941765?searchId=6298cd7fe13ca;;86 kg CO₂/m²;No;;Not specified;Not specified;Yes;No;No;1;Place Communale 8;75;To be defined;180 months, 15 years;To be done up;;Grand rue 191;4771746;10;1;1;Connected;Yes;To be done up;2;2;100;Semi equipped;2;1;Yes;No;No;Not specified;Yes;No;No;C;142;Yes;479;F;20220324006166;88 kg CO₂/m²;No;;7 m;2;92;Yes;;;No;No;Gas;Non flood zone;Isolated;3;No;No;G;Vue;4;55;Hyper equipped;After signing the deed;1968;Semi equipped;No;No;No;Installed;Yes;Yes;2;16;No;1000;1;No;Kapelanielaan 9c;130;30;4;Non flood zone;1;25;12;4;4;240;3;141;2;1;1;2;Yes;No;Yes;C;No;388;E;20220531027042;71 kg CO₂/m²;69756 kWh/year;Gas;Yes
9942668;House;8780;https://www.immoweb.be/en/classified/house/for-sale/oostrozebeke/8780/9942668?searchId=6298cd7fe13ca;58547 kWh/year;86 kg CO₂/m²;No;No;Not specified;Not specified;58547;Gas;No;;No;;Rue des Brasseurs (Grand' Place), 1;;15575 - 111114564;3;1;240;4;1;1;Connected;Yes;24;21;17;15;1;2;26;No;No;351;Yes;Yes;No;No;C;100;20;343;D;20210710-0002439755-RES-1;Not specified;Yes;;After signing the deed;1959;92;Yes;;;No;No;Gas;Non flood zone;Isolated;3;No;No;G;Vue;4;55;Hyper equipped;52;Installed;Semi equipped;No;No;No;Installed;Yes;Yes;2;16;No;1000;1;No;Kapelanielaan 9c;130;30;4;Non flood zone;To be done up;25;18;4;4;2;3;141;2;1;1;2;Yes;No;Yes;C;No;388;E;20220531027042;71 kg CO₂/m²;69756 kWh/year;Gas;Yes
9941998;House;9600;https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/9941998?searchId=6298cd7fe13ca;Not specified;86 kg CO₂/m²;No;No;Not specified;Not specified;Fuel oil;Yes;No;;No;No;;Roterijstraat, 202;;2013;Good;3;4;1;1;Connected;Yes;4;175;Installed;12;3;18;15;1;No;2;Yes;Yes;No;No;C;359;101;A;20220523-0002609837-RES-1;Not specified;Not specified;Yes;;18661 - VK 3897;After signing the deed;92;Yes;;;No;No;Gas;Non flood zone;Isolated;3;No;No;G;Vue;4;55;Hyper equipped;1;Installed;Semi equipped;No;No;No;Installed;Yes;Yes;2;16;No;1000;14;No;Kapelanielaan 9c;130;30;4;Non flood zone;To be done up;25;18;4;4;2;3;141;2;1;1;2;Yes;No;Yes;C;No;388;E;20220531027042;71 kg CO₂/m²;69756 kWh/year;Gas;Yes
